neid,filename,filesize,status,date
1129364073,024、照相检测视频（神威项目）<mark>20170519.mp4</mark>,14.9 MB,转码完成,2021-01-09 17:47:004
1170994422,001、中国网络电视台-《走近科学》 20160622 全国食品安全宣传周特别节目 食品工厂的秘密之一桶好奶粉.<mark>mp4</mark>,84.5 MB,转码完成,2021-01-09 17:47:004
1170994314,010、飞鹤奶粉章子怡代言广告.<mark>mp4</mark>,2.6 MB,转码完成,2021-01-09 17:47:004
1841387652,006、鱼跃-12列免洗凝胶stick单机<mark>20200320.mp4</mark>,91.4 MB,转码完成,2021-01-09 17:47:004
2347015843,OM多列秤——扬子江现场20170811②.<mark>mp4</mark>,326.4 MB,转码完成,2021-01-09 17:47:004
1207308990,samwood  Product <mark>Variations.mp4</mark>,34.7 MB,转码完成,2021-01-09 17:47:004
1203600108,Marchesini-Automatic Strip Packaging Machine Model <mark>MST200.mp4</mark>,18.5 MB,转码完成,2021-01-09 17:47:004
1209840969,Universal-pack Alfa Flexi - Enter a new level of Flexibility（粉剂和液体混和切换充填） (1).<mark>mp4</mark>,14.9 MB,转码完成,2021-01-09 17:47:004
2151541099,<mark>VID_20200606_111346.mp4</mark>,132.2 MB,转码完成,2021-01-09 17:47:004
1129367046,037、正压上料系统视频<mark>20181022.mp4</mark>,21.9 MB,转码完成,2021-01-09 17:47:004
1204047516,Universal8列螺杆机-机架 (2).<mark>mp4</mark>,15.5 MB,转码完成,2021-01-09 17:47:004
1204240029,普泽生物现场德尚设备视频 (2).<mark>mp4</mark>,5.0 MB,转码完成,2021-01-09 17:47:004
2126958493,024、昆明中药厂10列stick整线视频<mark>20200601.mp4</mark>,337.1 MB,转码完成,2021-01-09 17:47:004
1170994320,6、听装改条包优势动画<mark>20181114.mp4</mark>,182.0 MB,转码完成,2021-01-09 17:47:004
1405090527,连续120包残氧测试记录.<mark>mp4</mark>,2.2 GB,转码完成,2021-01-09 17:47:004
1179676464,儿童安全包装（盒子）.<mark>mp4</mark>,2.4 MB,转码完成,2021-01-09 17:47:004
1207331475,CAMA GROUP IG <mark>270.mp4</mark>,72.3 MB,转码完成,2021-01-09 17:47:004
1080779064,素材库示例最新.<mark>mp4</mark>,25.3 MB,转码完成,2021-01-09 17:47:004
1129366071,029、简易检别系统视频<mark>20171021.mp4</mark>,130.8 MB,转码完成,2021-01-09 17:47:004
1129346616,006、康婷-8列螺杆整线<mark>20181220.mp4</mark>,567.9 MB,转码完成,2021-01-09 17:47:005
1203603156,MediSeal <mark>Maschinenfunktionen.mp4</mark>,39.4 MB,转码完成,2021-01-09 17:47:005
1204381350,锦州理想-10列背封包装.<mark>mp4</mark>,45.0 MB,转码完成,2021-01-09 17:47:005
1109295999,3、仅一漱口水1127版--终稿.<mark>mp4</mark>,33.8 MB,转码完成,2021-01-09 17:47:005
2280286873,017、锦乔-12列螺杆整线<mark>20200715.mp4</mark>,611.4 MB,转码完成,2021-01-09 17:47:005
2344107718,OM内包流水线视频——扬子江现场<mark>20170811.mp4</mark>,106.6 MB,转码完成,2021-01-09 17:47:005
1352272383,飞鹤现场PLF设备视频20200910 (8).<mark>mp4</mark>,277.8 MB,转码完成,2021-01-09 17:47:005
1204033092,Universal Pack-粉剂-七列机四边封装盒整线.<mark>mp4</mark>,88.9 MB,转码完成,2021-01-09 17:47:005
1171639380,011、CO2打码视频<mark>20180627.mp4</mark>,679.7 KB,转码完成,2021-01-09 17:47:005
1171639383,012、紫光打码视频<mark>20180627.mp4</mark>,193.0 KB,转码完成,2021-01-09 17:47:005
1206091410,Cama-机械手装盒录像.<mark>mp4</mark>,54.6 MB,转码完成,2021-01-09 17:47:005
1109499810,转码——SIS Go Gel功能饮料.<mark>mp4</mark>,11.0 MB,转码完成,2021-01-09 17:47:005
1204047426,Universal8列螺杆机-机架 (1).<mark>mp4</mark>,36.9 MB,转码完成,2021-01-09 17:47:005
1352271123,飞鹤现场PLF设备视频20200910 (3).<mark>mp4</mark>,30.1 MB,转码完成,2021-01-09 17:47:005
1170994242,5、听装历史视频剪辑（AR）<mark>20170307.mp4</mark>,266.7 MB,转码完成,2021-01-09 17:47:005
2346476119,PLF-新西兰雅士利-听装线<mark>3.mp4</mark>,59.9 MB,转码完成,2021-01-09 17:47:005
1352271114,飞鹤现场PLF设备视频20200910 (4).<mark>mp4</mark>,33.1 MB,转码完成,2021-01-09 17:47:005
1203599919,Marchesini Group - Sachet line .<mark>mp4</mark>,4.4 MB,转码完成,2021-01-09 17:47:005
1096956144,<mark>0290_16RK03_S_MP4_HD-stick.mp4</mark>,21.9 MB,转码完成,2021-01-09 17:47:005
1209248133,2对1stick装袋整线（含补袋机构）20190710 (1).<mark>mp4</mark>,10.9 MB,转码完成,2021-01-09 17:47:005
2336448217,Mediseal-德国展会设备视频 (3).<mark>mp4</mark>,132.0 MB,转码完成,2021-01-09 17:47:005
2346476107,PLF-新西兰雅士利-听装线<mark>5.mp4</mark>,64.8 MB,转码完成,2021-01-09 17:47:005
1096956156,TVCF <mark>15s.mp4</mark>,3.1 MB,转码完成,2021-01-09 17:47:005
1203736095,solpac企业宣传片.<mark>mp4</mark>,13.8 MB,转码完成,2021-01-09 17:47:005
1352271162,飞鹤现场PLF设备视频20200910 (9).<mark>mp4</mark>,9.9 MB,转码完成,2021-01-09 17:47:005
1129366257,034、伺服横封运行动画<mark>20181017.mp4</mark>,411.0 KB,转码完成,2021-01-09 17:47:005
2418191008,一号园入园指导-新.<mark>mp4</mark>,182.7 MB,转码完成,2021-01-09 17:47:005
1209066930,发泰补袋机构视频.<mark>mp4</mark>,6.3 MB,转码完成,2021-01-09 17:47:005
1129345779,005、康婷-二对一10列螺杆整线<mark>20181126.mp4</mark>,506.8 MB,转码完成,2021-01-09 17:47:005
1096956126,Yoplait Go Big液奶-精简版.<mark>mp4</mark>,27.6 MB,转码完成,2021-01-09 17:47:005
2401711759,自动压圆帽盖机慢动作.<mark>mp4</mark>,10.0 MB,转码完成,2021-01-09 17:47:005
2151539107,<mark>VID_20200606_101705.mp4</mark>,116.3 MB,转码完成,2021-01-09 17:47:005
1352271159,飞鹤现场PLF设备视频20200910 (6).<mark>mp4</mark>,23.7 MB,转码完成,2021-01-09 17:47:005
1204021869,切刀-<mark>20170726.mp4</mark>,340.2 MB,转码完成,2021-01-09 17:47:005
1206817290,PLF-120听装线.<mark>mp4</mark>,521.9 MB,转码完成,2021-01-09 17:47:005
1203198468,003、亚楠粉剂+十二列机运行录像.<mark>mp4</mark>,3.7 MB,转码完成,2021-01-09 17:47:005
2187664336,013、扬子江-12列计量盒整线（胃苏颗粒）<mark>20200616.mp4</mark>,345.9 MB,转码完成,2021-01-09 17:47:005
1204033137,Universal Pack-装盒机介绍录像.<mark>mp4</mark>,14.3 MB,转码完成,2021-01-09 17:47:005
2151549325,<mark>VID_20200606_112104.mp4</mark>,345.0 MB,转码完成,2021-01-09 17:47:005
1096956102,대원제약 콜대원 이유리편 30초.<mark>mp4</mark>,3.1 MB,转码完成,2021-01-09 17:47:005
1129439976,003、仅一漱口水1127版--终稿.<mark>mp4</mark>,175.9 MB,转码完成,2021-01-09 17:47:005
2309316628,Albro听装整线（Theta 30头奶粉高速充氮、罐装机）.<mark>mp4</mark>,117.8 MB,转码完成,2021-01-09 17:47:005
1204025976,带料运行<mark>2017726.mp4</mark>,5.8 MB,转码完成,2021-01-09 17:47:005
2346476128,PLF-新西兰雅士利-听装线<mark>4.mp4</mark>,20.2 MB,转码完成,2021-01-09 17:47:005
1352272164,飞鹤现场PLF设备视频20200910 (7).<mark>mp4</mark>,176.7 MB,转码完成,2021-01-09 17:47:005
2336448253,Mediseal-德国展会设备视频 (4).<mark>mp4</mark>,1.9 MB,转码完成,2021-01-09 17:47:005
1204385289,羚锐现场理想设备.<mark>mp4</mark>,41.0 MB,转码完成,2021-01-09 17:47:005
1206091296,Cama-企业宣传录像.<mark>mp4</mark>,71.3 MB,转码完成,2021-01-09 17:47:005
1204051470,Universal8列螺杆机-菲林架 (2).<mark>mp4</mark>,196.7 MB,转码完成,2021-01-09 17:47:005
1207307832,samwood  Robot Feeding Station <mark>3.mp4</mark>,50.2 MB,转码完成,2021-01-09 17:47:005
2519699455,接膜动作标准视屏参考.<mark>mp4</mark>,15.1 MB,转码完成,2021-01-09 17:47:005
1203574380,001、aranow-粉剂-六列机一对一无序装袋stick整线（coffee）.<mark>mp4</mark>,13.2 MB,转码完成,2021-01-09 17:47:005
1203623535,Omag Pharmastick CS10 volumetric filler complete line——<mark>stick.mp4</mark>,60.5 MB,转码完成,2021-01-09 17:47:005
1129347714,001、北京同仁堂-10列丸剂整线.<mark>mp4</mark>,312.4 MB,转码完成,2021-01-09 17:47:005
1096956081,<mark>f25c609ffe342bb0d3d213129c5d9bdd.mp4</mark>,820.7 KB,转码完成,2021-01-09 17:47:005
1129106073,007、石药欧意-12列计量盒整线（布洛芬颗粒线）<mark>20151222.mp4</mark>,387.7 MB,转码完成,2021-01-09 17:47:005
1203596907,Inever 4列机切换充填（stickpack BY300 INEVER packaging machine - 10Youtube.com）.<mark>mp4</mark>,48.2 MB,转码完成,2021-01-09 17:47:005
2382625750,Universal8列螺杆机-整体外观 (3).<mark>mp4</mark>,36.7 MB,转码完成,2021-01-09 17:47:005
1203702375,<mark>WWW_ITFOODONLINE_COM_-_SCHMUCKER_Tray_forming_machine-_sachet_lines.mp4</mark>,1.3 MB,转码完成,2021-01-09 17:47:005
1206132285,SANWOOD二次包装整线.<mark>mp4</mark>,443.1 MB,转码完成,2021-01-09 17:47:005
2053458876,海霸泵拆洗视频<mark>20180709.mp4</mark>,13.7 MB,转码完成,2021-01-09 17:47:005
1207281192,同仁堂亦庄博日鸿视频<mark>02.mp4</mark>,15.4 MB,转码完成,2021-01-09 17:47:005
1203623526,Omag Pharmastick CS12 granular product complete line——<mark>stick.mp4</mark>,13.5 MB,转码完成,2021-01-09 17:47:005
1096956093,KOKUBO 隨身漱口水.<mark>mp4</mark>,9.9 MB,转码完成,2021-01-09 17:47:005
2465850151,003、电动上卷膜小车视频<mark>20200822.mp4</mark>,109.2 MB,转码完成,2021-01-09 17:47:005
1203584610,VID_20180304_登高梯.<mark>mp4</mark>,71.3 MB,转码完成,2021-01-09 17:47:005
1207142931,050、皮带机自动纠偏录像<mark>20150914.mp4</mark>,37.4 MB,转码完成,2021-01-09 17:47:005
2346476092,PLF-新西兰雅士利-听装线-外包间<mark>5.mp4</mark>,17.5 MB,转码完成,2021-01-09 17:47:005
1203599964,Marchesini-- Marchesini Group <mark>cartoner.mp4</mark>,5.1 MB,转码完成,2021-01-09 17:47:005
1206872589,苏州长和压圆帽盖机视频（汤臣倍健现场）.<mark>mp4</mark>,4.3 MB,转码完成,2021-01-09 17:47:005
1203736155,Solpac公司介绍<mark>2.mp4</mark>,32.9 MB,转码完成,2021-01-09 17:47:005
1204373037,珠海锐创液体单列机（贵阳亚宝）20180711 (3).<mark>mp4</mark>,2.7 MB,转码完成,2021-01-09 17:47:005
1204236846,天津德尚6列粉剂设备（2016.4药机展）.<mark>mp4</mark>,158.3 MB,转码完成,2021-01-09 17:47:005
1207307817,samwood  Robot Feeding Station <mark>2.mp4</mark>,25.6 MB,转码完成,2021-01-09 17:47:005
1203596886,Inever 7列机整线（SP Inever Stickpack）.<mark>mp4</mark>,15.8 MB,转码完成,2021-01-09 17:47:005
1203623505,Omag Pharmasachet C3 6 auger filler Complete <mark>line.mp4</mark>,69.3 MB,转码完成,2021-01-09 17:47:005
1170990117,听装整线视频合集<mark>20171206.mp4</mark>,1.6 GB,转码完成,2021-01-09 17:47:005
1096956045,京都念慈菴 便利裝 廣告.<mark>mp4</mark>,686.2 KB,转码完成,2021-01-09 17:47:005
1203599961,Marchesini-Cartopallet - Marchesini Group - MCPV850 .<mark>mp4</mark>,6.2 MB,转码完成,2021-01-09 17:47:006
1204033077,Universal Pack-粉剂-四边封-五列机.<mark>mp4</mark>,10.1 MB,转码完成,2021-01-09 17:47:006
1290845445,高速充填.<mark>mp4</mark>,354.7 MB,转码完成,2021-01-09 17:47:006
1204040253,Universal8列螺杆机-传动机构 (1).<mark>mp4</mark>,298.3 MB,转码完成,2021-01-09 17:47:006
1257380613,一号园视频---讲解功能<mark>20181225.mp4</mark>,178.6 MB,转码完成,2021-01-09 17:47:006
1204391475,汉顿单列机视频二.<mark>mp4</mark>,8.1 MB,转码完成,2021-01-09 17:47:006
1204234812,太极绵阳工厂德尚丸剂12列整线 (6)<mark>20180118.mp4</mark>,31.1 MB,转码完成,2021-01-09 17:47:006
1204392501,锦州理想背封连线有序排列视频~<mark>1.mp4</mark>,23.2 MB,转码完成,2021-01-09 17:47:006
1207307787,samwood  Robot Feeding Station <mark>1.mp4</mark>,36.0 MB,转码完成,2021-01-09 17:47:006
1203743298,<mark>d90376748a832f1c466f3efa42e21f29.mp4</mark>,6.1 MB,转码完成,2021-01-09 17:47:006
1204234692,太极绵阳工厂德尚丸剂12列整线 (4)<mark>20180118.mp4</mark>,56.2 MB,转码完成,2021-01-09 17:47:006
2732635315,005、养生堂stick蛋白粉宣传视频（健身房场景）.<mark>mp4</mark>,3.0 MB,转码完成,2021-01-09 17:47:006
1203597753,Inever 液体7列机（Stickpack machine for liquid cheese, yogurt and similars products）.<mark>mp4</mark>,52.5 MB,转码完成,2021-01-09 17:47:006
1204382157,济川现场发泰设备问题-清理烫块<mark>20170913.mp4</mark>,9.7 MB,转码完成,2021-01-09 17:47:006
1207307772,samwood  Robot Feeding Station <mark>4.mp4</mark>,32.6 MB,转码完成,2021-01-09 17:47:006
1129349466,002、昆明积大-12列液体stick整线<mark>20181016.mp4</mark>,407.7 MB,转码完成,2021-01-09 17:47:006
1129371996,043、小袋风干视频.<mark>mp4</mark>,9.7 MB,转码完成,2021-01-09 17:47:006
1203702195,5740 Schmucker stickpack <mark>video5.mp4</mark>,4.1 MB,转码完成,2021-01-09 17:47:006
1204016595,topack 主机视频<mark>20170323.mp4</mark>,2.5 MB,转码完成,2021-01-09 17:47:006
1984088151,054、JHI100装盒机维护操作视频<mark>20200426.mp4</mark>,69.9 MB,转码完成,2021-01-09 17:47:006
1170986961,013、机器人装托盘<mark>VID_20150508_130551.mp4</mark>,64.7 MB,转码完成,2021-01-09 17:47:006
1202865576,拜耳阿司匹林四叶草广告BAYER <mark>ASPIRINA.mp4</mark>,5.2 MB,转码完成,2021-01-09 17:47:006
1203702180,5740 Schmucker stickpack <mark>video4.mp4</mark>,4.4 MB,转码完成,2021-01-09 17:47:006
1204233690,辽宁春光-背封连线设备运行视频.<mark>mp4</mark>,223.8 MB,转码完成,2021-01-09 17:47:006
2346475969,PLF-新西兰雅士利-听装线-外包间<mark>2.mp4</mark>,48.4 MB,转码完成,2021-01-09 17:47:006
1203596706,Inever 4列机（INEVER Stickpack BY300 4 Lane Collating Conveyor and cartoning）.<mark>mp4</mark>,18.1 MB,转码完成,2021-01-09 17:47:006
1203596703,Inever 5列机简易整线（Stickpack machine INEVER Sp Complete Line）.<mark>mp4</mark>,22.2 MB,转码完成,2021-01-09 17:47:006
1204032993,Universal Pack-粉剂-十列机stick水平式输送后装盒整线.<mark>mp4</mark>,17.2 MB,转码完成,2021-01-09 17:47:006
1203597723,Inever 液体8列机(Sachet MVA800 INEVER Packaging machine.avi).<mark>mp4</mark>,30.1 MB,转码完成,2021-01-09 17:47:006
1204028904,20170726说明书排除机构.<mark>mp4</mark>,198.2 MB,转码完成,2021-01-09 17:47:006
2391435430,济川现场发泰设备--整理段20170913 (6).<mark>mp4</mark>,66.9 MB,转码完成,2021-01-09 17:47:006
1204232667,辽宁春光-设备视频（2017.4药机展）20170420 (2).<mark>mp4</mark>,5.8 MB,转码完成,2021-01-09 17:47:006
1204237812,德尚滴丸自动包装生产线（陇神戎发现场）_.<mark>mp4</mark>,94.8 MB,转码完成,2021-01-09 17:47:006
1319190678,秦龙听装整线视频<mark>20190522.mp4</mark>,478.9 MB,转码完成,2021-01-09 17:47:006
1203596676,Inever 4列机（Stickpack BY300 transfer and cartoning INEVER.avi）.<mark>mp4</mark>,20.4 MB,转码完成,2021-01-09 17:47:006
1204028916,topack stick线视频(扬子江)20170323①.<mark>mp4</mark>,3.7 MB,转码完成,2021-01-09 17:47:006
1129104759,010、万隆-华莱10列螺杆整线(客户拍摄).<mark>mp4</mark>,88.6 MB,转码完成,2021-01-09 17:47:006
1203576198,006、aranow-液体-12列机二对一整线无需装盒.<mark>mp4</mark>,468.2 MB,转码完成,2021-01-09 17:47:006
1352271525,PLF罐擦伤视频 (3).<mark>mp4</mark>,4.5 MB,转码完成,2021-01-09 17:47:006
1203579390,BOSCH螺杆STICK线.<mark>mp4</mark>,34.7 MB,转码完成,2021-01-09 17:47:006
1170994056,2、120高速听装线三维录像（保密）.<mark>mp4</mark>,462.9 MB,转码完成,2021-01-09 17:47:006
1129098504,021、安琪-12列计量盒整线视频<mark>20181008.mp4</mark>,550.0 MB,转码完成,2021-01-09 17:47:006
1203736059,Solpac公司介绍<mark>3.mp4</mark>,15.2 MB,转码完成,2021-01-09 17:47:006
1129364760,032、凸轮动画<mark>20180629.mp4</mark>,1.1 MB,转码完成,2021-01-09 17:47:006
2289999427,018、锦乔-12列螺杆整线（双层托装盒）<mark>20191205.mp4</mark>,307.8 MB,转码完成,2021-01-09 17:47:006
1204032909,Universal Pack-粉剂-五列机四边封小袋装中袋整线.<mark>mp4</mark>,10.5 MB,转码完成,2021-01-09 17:47:006
1204362648,发泰设备视频-上料计量盒部分（济川现场）.<mark>mp4</mark>,2.5 MB,转码完成,2021-01-09 17:47:006
1129047321,016、信谊-12列计量盒整线.<mark>mp4</mark>,220.0 MB,转码完成,2021-01-09 17:47:006
2382884932,博正听装线-充填<mark>6.mp4</mark>,55.3 MB,转码完成,2021-01-09 17:47:006
1204032918,Universal Pack-粉剂-十列机整线-小袋多袋无序装大盒.<mark>mp4</mark>,8.1 MB,转码完成,2021-01-09 17:47:006
2096428720,一号园最新视频<mark>20200523.mp4</mark>,257.6 MB,转码完成,2021-01-09 17:47:006
2343968227,Omag吸盘搬运.<mark>mp4</mark>,7.1 MB,转码完成,2021-01-09 17:47:006
1204237716,德尚颗粒二拖一包装线（万通金牛）.<mark>mp4</mark>,96.2 MB,转码完成,2021-01-09 17:47:006
1170994077,4、仅一充填机原理介绍录像<mark>20160902.mp4</mark>,37.1 MB,转码完成,2021-01-09 17:47:006
2346475927,PLF-新西兰雅士利-听装线-管路及流水线.<mark>mp4</mark>,37.8 MB,转码完成,2021-01-09 17:47:006
1170994065,3、仅一全自动抽真空充氮封罐机原理介绍录像<mark>20160825.mp4</mark>,30.1 MB,转码完成,2021-01-09 17:47:006
2732635312,003、养生堂stick蛋白粉宣传视频.<mark>mp4</mark>,1.8 MB,转码完成,2021-01-09 17:47:006
1203743205,solpac8列螺杆机-放卷<mark>20171106.mp4</mark>,61.6 MB,转码完成,2021-01-09 17:47:006
1204024734,<mark>VID_20170726_195813.mp4</mark>,20.4 MB,转码完成,2021-01-09 17:47:006
1129369905,028、装箱码垛(新时代)<mark>20180915.mp4</mark>,272.8 MB,转码完成,2021-01-09 17:47:006
1129378098,046、高速镜头观察，截止门有效，充填过程中无拉丝滴漏(潘高寿蜜炼川贝枇杷膏测试录像)20180709-45切测试录像.<mark>mp4</mark>,3.0 MB,转码完成,2021-01-09 17:47:006
1129105704,011、百合-10列螺杆整线<mark>20180629.mp4</mark>,92.4 MB,转码完成,2021-01-09 17:47:006
1202864598,拜耳阿司匹林四叶草广告Aspirina Microativa - Apresentador - 15' Pí<mark>lula.mp4</mark>,2.5 MB,转码完成,2021-01-09 17:47:006
1204234650,太极绵阳工厂德尚丸剂12列整线 (3)<mark>20180118.mp4</mark>,135.0 MB,转码完成,2021-01-09 17:47:006
1203742170,<mark>4fd3d3624729ed09f0746faf4f1b0a5c.mp4</mark>,3.2 MB,转码完成,2021-01-09 17:47:006
1731003723,022、杜邦益生菌12列高速stick整线<mark>20200214.mp4</mark>,450.2 MB,转码完成,2021-01-09 17:47:006
1204200879,韩国千世+粉剂+十二列机整线运行录像<mark>4.mp4</mark>,150.2 MB,转码完成,2021-01-09 17:47:006
2346475963,PLF-新西兰雅士利-听装线-外包间<mark>1.mp4</mark>,30.4 MB,转码完成,2021-01-09 17:47:006
1206091140,cam-济川口服液-装盒机视频.<mark>mp4</mark>,147.7 MB,转码完成,2021-01-09 17:47:006
1204362669,发泰设备视频-装盒机1（济川现场）.<mark>mp4</mark>,3.8 MB,转码完成,2021-01-09 17:47:006
2343968197,Omag方案布局.<mark>mp4</mark>,3.8 MB,转码完成,2021-01-09 17:47:006
1179675684,儿童安全包装（样袋）.<mark>mp4</mark>,3.4 MB,转码完成,2021-01-09 17:47:006
1204020663,topack stick线视频(扬子江)20170323②.<mark>mp4</mark>,2.5 MB,转码完成,2021-01-09 17:47:007
2151551563,<mark>VID_20200606_111226.mp4</mark>,907.2 MB,转码完成,2021-01-09 17:47:007
1096956699,004、华北制药新制剂宣传片.<mark>mp4</mark>,32.0 MB,转码完成,2021-01-09 17:47:007
1037801307,素材库示例最新.<mark>mp4</mark>,25.3 MB,转码完成,2021-01-09 17:47:007
2382626944,Universal8列螺杆机-整体外观 (2).<mark>mp4</mark>,155.0 MB,转码完成,2021-01-09 17:47:007
1203702075,5740 Schmucker stickpack <mark>video2.mp4</mark>,2.7 MB,转码完成,2021-01-09 17:47:007
2401832353,025、齐鲁-12列计量盒stick整线视频<mark>20200810.mp4</mark>,337.7 MB,转码完成,2021-01-09 17:47:007
1204362561,人站在整理机面板上.<mark>mp4</mark>,3.5 MB,转码完成,2021-01-09 17:47:007
1204382028,20170913济川药业发泰设备问题诊断交流过程 (2).<mark>mp4</mark>,111.9 MB,转码完成,2021-01-09 17:47:007
1204032852,Universal Pack-粉剂--四边封-连续式六列机单机.<mark>mp4</mark>,14.6 MB,转码完成,2021-01-09 17:47:007
1204232535,辽宁春光-设备视频（2017.4药机展）<mark>20170420.mp4</mark>,3.8 MB,转码完成,2021-01-09 17:47:007
2382626950,Universal8列螺杆机-整体外观 (4).<mark>mp4</mark>,146.1 MB,转码完成,2021-01-09 17:47:007
2193679441,007、胡庆余堂-液体stick联动式灭菌整线<mark>20200618.mp4</mark>,530.5 MB,转码完成,2021-01-09 17:47:007
2197505122,1、NEW MILK 奶粉 投小勺+负压上料+单头封罐机+激光打码+压塑盖机+机器人装箱.<mark>mp4</mark>,74.6 MB,转码完成,2021-01-09 17:47:007
2519726260,称归零.<mark>mp4</mark>,38.9 MB,转码完成,2021-01-09 17:47:007
1204017507,VID_20170726切刀上下手动调整.<mark>mp4</mark>,97.2 MB,转码完成,2021-01-09 17:47:007
1204391235,汉顿单列机横封牵引.<mark>mp4</mark>,8.1 MB,转码完成,2021-01-09 17:47:007
1206128967,romaco-产品介绍合集.<mark>mp4</mark>,7.0 MB,转码完成,2021-01-09 17:47:007
2445207325,010、先声-12列计量盒整线.<mark>mp4</mark>,368.4 MB,转码完成,2021-01-09 17:47:007
1405089048,<mark>WeChat_20190926231932.mp4</mark>,6.0 MB,转码完成,2021-01-09 17:47:007
2151540415,<mark>VID_20200606_103430.mp4</mark>,242.6 MB,转码完成,2021-01-09 17:47:007
1204232559,春光-计量盒式10列整线（2017.11药机展）<mark>2017.11.20.mp4</mark>,2.0 MB,转码完成,2021-01-09 17:47:007
2732633161,023、胡庆余堂膏方宣传视频.<mark>mp4</mark>,22.4 MB,转码完成,2021-01-09 17:47:007
1206128973,Romaco-Promatic PC <mark>4200.mp4</mark>,19.1 MB,转码完成,2021-01-09 17:47:007
1203597585,Inever 液体5列机（Stickpack ph inever）.<mark>mp4</mark>,22.2 MB,转码完成,2021-01-09 17:47:007
2382884014,博正听装线-充填数据<mark>2.mp4</mark>,1.5 MB,转码完成,2021-01-09 17:47:007
1204023651,<mark>VID_20170726_200424.mp4</mark>,47.9 MB,转码完成,2021-01-09 17:47:007
1204024686,<mark>VID_20170726_195715.mp4</mark>,20.5 MB,转码完成,2021-01-09 17:47:007
1204025709,<mark>VID_20170726_202826.mp4</mark>,23.0 MB,转码完成,2021-01-09 17:47:007
1206136149,<mark>VIDEO0011.mp4</mark>,33.9 MB,转码完成,2021-01-09 17:47:007
1339496820,015、裹包式装箱机（带隔板）.<mark>mp4</mark>,421.6 MB,转码完成,2021-01-09 17:47:007
2732632150,011、安琪酵母听装线客户宣传视频.<mark>mp4</mark>,68.2 MB,转码完成,2021-01-09 17:47:007
1204362609,发泰称重计量反馈<mark>20180813.mp4</mark>,2.4 MB,转码完成,2021-01-09 17:47:007
1203627270,普林日本三光生产线.<mark>mp4</mark>,95.2 MB,转码完成,2021-01-09 17:47:007
2552534683,珐玛珈条包设备介绍<mark>20200918.mp4</mark>,328.4 MB,转码完成,2021-01-09 17:47:007
1206866223,青岛索康-博正罐身清理机运行录像.<mark>mp4</mark>,42.7 MB,转码完成,2021-01-09 17:47:007
1204032774,Universal Pack-液体-酒瓶灌装宣传视频.<mark>mp4</mark>,8.5 MB,转码完成,2021-01-09 17:47:007
1203702141,5740 Schmucker stickpack <mark>video3.mp4</mark>,1.3 MB,转码完成,2021-01-09 17:47:007
1204380939,20170913济川药业发泰设备问题诊断交流过程 (1).<mark>mp4</mark>,48.5 MB,转码完成,2021-01-09 17:47:007
2382884035,博正听装线-充填数据<mark>3.mp4</mark>,3.3 MB,转码完成,2021-01-09 17:47:007
1129349526,005、胡庆余堂-4列液体stick单机<mark>20171218.mp4</mark>,143.0 MB,转码完成,2021-01-09 17:47:007
1170975489,明一听装线视频（客户宣传视频）.<mark>mp4</mark>,623.2 MB,转码完成,2021-01-09 17:47:007
1204362498,发泰设备视频-装盒机2（济川现场）.<mark>mp4</mark>,5.9 MB,转码完成,2021-01-09 17:47:007
1203604848,MediSeal-P1600 P3200 .<mark>mp4</mark>,13.5 MB,转码完成,2021-01-09 17:47:007
2549898556,Hanpack外包转向二次计数装盒整体（皇隆现场）<mark>20200917.mp4</mark>,113.9 MB,转码完成,2021-01-09 17:47:007
1352271444,飞鹤现场PLF设备视频20200910 (11).<mark>mp4</mark>,17.2 MB,转码完成,2021-01-09 17:47:007
2732636242,007、杜邦益生菌stick线宣传视频.<mark>mp4</mark>,28.3 MB,转码完成,2021-01-09 17:47:007
2382884041,博正听装线-充填<mark>2.mp4</mark>,4.3 MB,转码完成,2021-01-09 17:47:007
2403469702,飞鹤现场PLF充填机飞粉<mark>20200810.mp4</mark>,3.1 MB,转码完成,2021-01-09 17:47:007
1204024599,<mark>VID_20170726_195650.mp4</mark>,22.5 MB,转码完成,2021-01-09 17:47:007
1203743085,solpac8列螺杆机-内包间整机运行<mark>20171106.mp4</mark>,280.1 MB,转码完成,2021-01-09 17:47:007
1129377162,044、液体不漏液视频（水状物料）.<mark>mp4</mark>,6.4 MB,转码完成,2021-01-09 17:47:007
1203742053,<mark>4f0c6c1e46765179c5b7fe62d838ad27.mp4</mark>,1022.1 KB,转码完成,2021-01-09 17:47:007
1204028682,20170726装盒机吸盘.<mark>mp4</mark>,586.3 MB,转码完成,2021-01-09 17:47:007
1204023582,<mark>VID_20170726_200227.mp4</mark>,44.2 MB,转码完成,2021-01-09 17:47:007
1206136122,New Case <mark>Packer.mp4</mark>,45.3 MB,转码完成,2021-01-09 17:47:007
1622471268,ALLFILL螺杆充填+JERLET大锅在青岛圣元的视频.<mark>mp4</mark>,6.2 MB,转码完成,2021-01-09 17:47:007
1204032801,Universal Pack - 公司宣传录像.<mark>mp4</mark>,29.6 MB,转码完成,2021-01-09 17:47:007
2382884065,博正听装线-卸垛、理罐.<mark>mp4</mark>,7.4 MB,转码完成,2021-01-09 17:47:007
1352272509,PLF设备表面也都是浮粉.<mark>mp4</mark>,21.1 MB,转码完成,2021-01-09 17:47:007
